media_id,event_name,media,media_type
media_229,Cầu Trường Tiền,images/Xây_dựng_cầu_Trường_Tiền/Xây_dựng_cầu_Trường_Tiền_7.jpg,image
media_230,Cầu Trường Tiền,images/Xây_dựng_cầu_Trường_Tiền/Xây_dựng_cầu_Trường_Tiền_8.jpg,image
media_231,Cầu Trường Tiền,images/Xây_dựng_cầu_Trường_Tiền/Xây_dựng_cầu_Trường_Tiền_9.jpg,image
media_232,Cầu Trần Thị Lý,images/Xây_dựng_cầu_Trần_Thị_Lý/Xây_dựng_cầu_Trần_Thị_Lý_0.jpg,image
media_233,Cầu Trần Thị Lý,images/Xây_dựng_cầu_Trần_Thị_Lý/Xây_dựng_cầu_Trần_Thị_Lý_1.jpg,image
media_234,Cầu Trần Thị Lý,images/Xây_dựng_cầu_Trần_Thị_Lý/Xây_dựng_cầu_Trần_Thị_Lý_2.jpg,image
media_235,Cầu Trần Thị Lý,images/Xây_dựng_cầu_Trần_Thị_Lý/Xây_dựng_cầu_Trần_Thị_Lý_3.jpg,image
media_236,Cầu Trần Thị Lý,images/Xây_dựng_cầu_Trần_Thị_Lý/Xây_dựng_cầu_Trần_Thị_Lý_4.jpg,image
media_237,Cầu Trần Thị Lý,images/Xây_dựng_cầu_Trần_Thị_Lý/Xây_dựng_cầu_Trần_Thị_Lý_5.jpg,image
media_238,Cầu Trần Thị Lý,images/Xây_dựng_cầu_Trần_Thị_Lý/Xây_dựng_cầu_Trần_Thị_Lý_6.jpg,image
media_239,Cầu Trần Thị Lý,images/Xây_dựng_cầu_Trần_Thị_Lý/Xây_dựng_cầu_Trần_Thị_Lý_7.jpg,image
media_240,Cầu Trần Thị Lý,images/Xây_dựng_cầu_Trần_Thị_Lý/Xây_dựng_cầu_Trần_Thị_Lý_8.jpg,image
media_241,Cầu Trần Thị Lý,images/Xây_dựng_cầu_Trần_Thị_Lý/Xây_dựng_cầu_Trần_Thị_Lý_9.jpg,image
media_242,Cầu Sông Hàn,images/Xây_dựng_cầu_quay_sông_Hàn/Xây_dựng_cầu_quay_sông_Hàn_0.jpg,image
media_243,Cầu Sông Hàn,images/Xây_dựng_cầu_quay_sông_Hàn/Xây_dựng_cầu_quay_sông_Hàn_1.jpg,image
media_244,Cầu Sông Hàn,images/Xây_dựng_cầu_quay_sông_Hàn/Xây_dựng_cầu_quay_sông_Hàn_2.jpg,image
media_245,Cầu Sông Hàn,images/Xây_dựng_cầu_quay_sông_Hàn/Xây_dựng_cầu_quay_sông_Hàn_3.jpg,image
media_246,Cầu Sông Hàn,images/Xây_dựng_cầu_quay_sông_Hàn/Xây_dựng_cầu_quay_sông_Hàn_4.jpg,image
media_247,Cầu Sông Hàn,images/Xây_dựng_cầu_quay_sông_Hàn/Xây_dựng_cầu_quay_sông_Hàn_5.jpg,image
media_248,Cầu Sông Hàn,images/Xây_dựng_cầu_quay_sông_Hàn/Xây_dựng_cầu_quay_sông_Hàn_6.jpg,image
media_249,Cầu Sông Hàn,images/Xây_dựng_cầu_quay_sông_Hàn/Xây_dựng_cầu_quay_sông_Hàn_7.jpg,image
media_250,Cầu Sông Hàn,images/Xây_dựng_cầu_quay_sông_Hàn/Xây_dựng_cầu_quay_sông_Hàn_8.jpg,image
media_251,Cầu Sông Hàn,images/Xây_dựng_cầu_quay_sông_Hàn/Xây_dựng_cầu_quay_sông_Hàn_9.jpg,image
media_252,chùa Thiên Mụ,images/chùa_Thiên_Mụ/chùa_Thiên_Mụ_0.jpg,image
media_253,chùa Thiên Mụ,images/chùa_Thiên_Mụ/chùa_Thiên_Mụ_1.jpg,image
media_254,chùa Thiên Mụ,images/chùa_Thiên_Mụ/chùa_Thiên_Mụ_10.jpg,image
media_255,chùa Thiên Mụ,images/chùa_Thiên_Mụ/chùa_Thiên_Mụ_2.jpg,image
media_256,chùa Thiên Mụ,images/chùa_Thiên_Mụ/chùa_Thiên_Mụ_3.jpg,image
media_257,chùa Thiên Mụ,images/chùa_Thiên_Mụ/chùa_Thiên_Mụ_5.jpg,image
media_258,chùa Thiên Mụ,images/chùa_Thiên_Mụ/chùa_Thiên_Mụ_6.jpg,image
media_259,chùa Thiên Mụ,images/chùa_Thiên_Mụ/chùa_Thiên_Mụ_7.jpg,image
media_260,chùa Thiên Mụ,images/chùa_Thiên_Mụ/chùa_Thiên_Mụ_8.jpg,image
media_261,chùa Thiên Mụ,images/chùa_Thiên_Mụ/chùa_Thiên_Mụ_9.jpg,image
media_262,Trận Đà Nẵng (1859–1860),images/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858_0.jpg,image
media_263,Trận Đà Nẵng (1859–1860),images/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858_1.jpg,image
media_264,Trận Đà Nẵng (1859–1860),images/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858_2.jpg,image
media_265,Trận Đà Nẵng (1859–1860),images/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858_3.jpg,image
media_266,Trận Đà Nẵng (1859–1860),images/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858_4.jpg,image
media_267,Trận Đà Nẵng (1859–1860),images/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858_5.jpg,image
media_268,Trận Đà Nẵng (1859–1860),images/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858_6.jpg,image
media_269,Trận Đà Nẵng (1859–1860),"images/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858_7,jpg",image
media_270,Trận Đà Nẵng (1859–1860),images/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858_9.jpg,image
media_271,Trận Đà Nẵng (1859–1860),images/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858/Pháp_bắn_phá_và_chiếm_Đà_Nẵng_1858_8.jpg,image
